"country","iso","year","total","coal","oil","gas","cement","flaring","other"
"Yemen","YEM",2019,0.402066,0.011263,0.320923,0.00627,0.021035,0.042575,0
"Yemen","YEM",2020,0.376041,0.008663,0.289919,0.006119,0.020555,0.050785,0
"Yemen","YEM",2021,0.378289,0.007456,0.290844,0.006264,0.02012,0.053605,0
"Zambia","ZMB",2017,0.395586,0.109991,0.236089,0,0.049506,0,0
"Zambia","ZMB",2018,0.415569,0.153866,0.201936,0,0.059767,0,0
"Zambia","ZMB",2019,0.421489,0.127718,0.241488,0,0.052283,0,0
"Zambia","ZMB",2020,0.384656,0.12108,0.212805,0,0.050771,0,0
"Zambia","ZMB",2021,0.394194,0.126514,0.21833,0,0.049349,0,0
"Zimbabwe","ZWE",2017,0.650533,0.400001,0.218747,0,0.031785,0,0
"Zimbabwe","ZWE",2018,0.783639,0.476859,0.269709,0,0.03707,0,0
"Zimbabwe","ZWE",2019,0.723861,0.448616,0.238148,0,0.037097,0,0
"Zimbabwe","ZWE",2020,0.67697,0.428954,0.211664,0,0.036351,0,0
"Zimbabwe","ZWE",2021,0.706293,0.451784,0.218894,0,0.035615,0,0
